output_index,source_index,selection_rank,uncertainty_block,selection_key_sha256,prompt
397,1982,489,1,1a55636aaaaa7f46e179fefa9a0aa37f5e581accd9d7ca066204e4c63745e3c6,Cake on a red plate cut in two pieces.
398,1983,275,1,0e06b696c4213b0a35658588a3af65f90dc7c1806b73bfa4f15433969bc0cbe3,Man on skies on snow covered slope area.
399,1985,268,1,0dded3a4712436a297d3e707eb75433ac018c4ee8699fdfc822105220b3858b1,A woman slashing down a snowy hill on skis.
400,1989,37,0,021665c2b16313d164e951d25c4878a6084d15067e07cbc637096a36aec18053,a skateboarder in a white shirt is doing a trick
401,1992,22,0,015a737481c6967573c28c10fec36c15e3f0bc472b09f9f400b8a14bd6427b64,Man in grey and black clothes grinding with his skateboard.
402,1999,977,3,3246a30879f33eb2a5edeed402f81d74e9a88c7435fffbb448ed18517049f4d3,A person kite boarding in rough seas near the shoreline.
403,2004,400,1,14bf6b1b08d0b17e958e5fb9cc1d5d0fcdea89d5336156258e7f797871fc4b50,Remote controls are arranged on a bare mattress.
404,2015,609,2,1fc196ff7014a06046a6498b2cf059d7d45f861018096e72bbe440c1c21482a5,"Two girls holding Wii controllers, playing video games in a living room."
405,2017,628,2,209e0a541f5866414f4087a24b0cd5852ed76f3670bc38fd08dd332f77c0f2e1,The living room is clean and is ready to be used.
406,2018,246,0,0c931f1ba022368949dfa358c9e12bb8ac1f2b80e1fe65840fe2bbcdd0a1822d,Picture of living room with modern furniture and decor
407,2019,199,0,0a17d29a487370bf5dc3fda730ca2af5058db65fd6de8b02ce5efd3531296c87,Two kites flying directly overhead against a clear blue sky.
408,2024,512,2,1b4026c098db9fa3363ab13ef38b8053c1c101ab3efc8b1c2b5f25cfff781348,A man holds a bat while a woman watches.
409,2025,501,2,1ab61d10309d73cb1287c66816d8436e9651db40ce90fd90de7fb75cdb6cd7b2,a baseball player standing in the grass with a bat in his hand
410,2029,360,1,12fa500f1ab7fb54a7c9c4b77cd3279129cdc9392a0a7611e1dd5f699de68b8e,A woman posing in front of a sculpture at a bar.
411,2037,119,0,0644d7b4c3978798217f4220c7ebe23af44bb013e3fabe7ceab9b2047078ef1b,A clock town sits in the middle of a city.
412,2046,257,1,0d341c5274144957a87e81d71d9675fe2f1440321d5f2847bc1ae1417e96e8c0,A person walks next to a person who is biking down a city street.
413,2059,220,0,0af1a06307b834aafd87c35f2e7ac30b910a3441324ac723a8f27032042cbbed,A MAN IS SMILING SITTING ON A MOTOR BIKE
414,2060,957,3,31327e4488d6438aa19773010cdba68a8485eb658bbc69c23f1348298ae26e2f,A television is on a tv stand next to a bureau.
415,2061,245,0,0c8b8ebda0d1d1e20ac0c315d57ad641474875a9be1ce9a7f4e67f2c66b10787,Someone has crawled under the plane to check that everything is operational.
416,2063,967,3,31ba2b933a14a1e0341401f7279427b869fded22103509617731db4ca62b81f8,A boy standing in the door of a bus.
417,2069,685,2,237dd1fe5c73c93bfe1e8bf1e83a36958d3ff3e2cb3a1ed713d455dcd83685ca,A statue is sitting on a street bench.
418,2076,758,3,27d06ba99d806a3f295cd0d34643bfb66fed0ead183b2fb226b3e5240f078f1c,"The tall, skinny birds are standing in the grass."
419,2077,439,1,172f547a038284b931b56ae38c920ddb76ea4ad5737dc4fb1a2d8c98bda6d05b,A filtered picture shows the top of trains.
420,2079,956,3,31235f54f2310b7e46f1c9ab9c1d2a52ad68c51a9077b9991362ff84638e136c,"In a city, the buildings are illuminated while trains sit below."
421,2088,549,2,1d288dd1e4ddefc5a63b0c028026e63b833ccdf17cc938298d79a276d0a2e81c,A man has a checked shirt and striped tie.
422,2090,193,0,09d16332ff57da6080275b28e59774af8107a831025cdffd3a4f83f54ada0821,A woman laying on the beach under an umbrella.
423,2091,201,0,0a28280a0859198f0163f61ae87cc1e8d3fa93ed824729660a2a926b204465d1,People riding elephants by using baskets tied to their backs.
424,2094,720,2,25804984e67a5c77849335d8a46b58171602a2838d5da60c32f3f25a9bee93d9,a little girl grabbing for a pink umbrella
425,2104,607,2,1fbecd5665a447a67f21c0dc63937cc0b9d8074a46efdab4208688014cedd777,The two zebras are looking through the fence.
426,2107,473,1,1987e70e1439768f809e74730c5f68c7b01a69ae1c12291ea6ceca1646a3b59a,A pile of apples sitting next to a pile of green apples.
427,2118,670,2,22a3bb38873b433585c6d591abdc529ae25bdf6184a17007804d68edf1420c17,Bunless burgers are a healthy option when paired with vegetables.
428,2119,449,1,17f2ce8e7622702b86a0694966b1f052bc1d0b3eee812f36525ba95d58c96a72,A plate of food with a fork on a table
429,2126,825,3,2aa050c1481fa4b487eec7f497c823125979b194b4ec0f886cd4a922f1962969,A simple modern bedroom sheets on the bed
430,2134,205,0,0a5ac33159e28edc1727c27a1b92e79f6bab2f50b97b90bfa0ddc81445d6bccc,A man is standing at the railing of his balcony.
431,2139,812,3,2a0607570e1a9441ffe3291d87807dff0bb8aef80de193c85b935a9445e2013f,a kid holding his arm up as he plays a video game in the living room
432,2145,888,3,2d29565a080130109e9021ddb0f549a779035ae18d60ae401976155a87f3f493,A woman in a short black dress is holding a champagne flute and standing in front of a refrigerator.
433,2147,417,1,15ad6b6e8b9de50d735c0914c9a9607b20e5b08e90a523fd73565c7fd906b384,A woman sitting down with a laptop on a table in front of her
434,2154,422,1,1613cfe749fd7f152a012c195b821ba9c742808e97f722b45374a03dad5e75ca,Children scale and stand on a fence overlooking an arched entrance.
435,2167,814,3,2a1b39bc5c0baa4ba826aa80b52493ea4159e3c7307996c4e4be38a434636932,a couple of people that are biking down a road
436,2171,565,2,1dd24fc0465826503678fb832fb5519df731847bad93a472219cc64e69fdf94f,"A large truck is parked beside an old, wooden bench."
437,2181,535,2,1c3101f9f1e00ac206e4812a3d792883a2de32bd4c0b9d1f5bead862ad486636,a giraffe in a field with trees in the background
438,2193,876,3,2c9c37f4a60f75cbf84289f0185460101371b92f932d7183a60f6f7151fd04a8,an over head view of a stop sign
439,2202,285,1,0e5fc4204e2462453b7218d61cf472d2c44a8e4246fbd3b0062e4733f737775e,A woman holding an umbrella while standing on top of a wooden deck.
440,2207,802,3,2967e681ad98f9ac01a1df7dc874e6a242730c69f51e949857b95c754ee1c0c6,Elephants are standing on a muddy bank next to water.
441,2228,389,1,1444370ad20db18acefb6a88acaefff412b7390aae4d644bdd603ad12a74f534,Oranges and two jars of an orange substance on a wooden table.
442,2229,707,2,24eb4f20046f9f8f836fcdf8470f4cabb8ebbad0ed59893eecf544e2c45d73ad,A woman is on a phone in front of a fruit stand.
443,2230,794,3,292218cdab88d3bdd5a6c7215a31b363e38d3773f08f2d66529e41bf25cdf058,A teenager is on the snow with his skis.
444,2236,498,1,1a9172a1691b2cbb51aceff92c586af61e669349be3c7ba86bf12836efeee1c2,a girl sitting at a table in front of two pizzas
445,2241,458,1,18a25f8084b53eed3a8cda76d6a2af81a84c27251cfeb7201e1fec7182f1a0d1,A plate of cupcakes on a napkin with spoons and drink glasses.
446,2244,43,0,02538363d74359a7131f729e2c1c7f343aea88e39c314a22595aa7c60c77645e,A man hitting a tennis ball on a professional court.
447,2252,798,3,2937f65d47a497d0d25ff2ff275469a277ebc34662832372f76ad258231da0a6,a male tennis player in a red shirt playing tennis
448,2260,608,2,1fbee6728b3e0be00e3bd140c8ab6b29af67478c571164bc90eb961ab4b336aa,A living room with a girl sitting in a chair
449,2265,85,0,04d789dadf187db00563cfb24a32e062ec83243447840734bd70f9423c56563a,THERE IS A MICROWAVE  THAT IS ON THE DESK TOP
450,2270,276,1,0e0e82152fa7533b79967b035a7ccba72feb1c4831fb74dce12f5cf188bbcaae,A man standing on a tennis court holding a racquet.
451,2271,58,0,03129a8b1b21d7043678818e0963076d35d649e1c784bf85370babd864f9c5aa,A slow motion view of a person swinging a tennis racket.
452,2281,734,2,2656be395d67fb63b56b431f9e7a1ad61b5dd14c0181f7a537ef94531622d3d2,A young girl eating a ripe yellow banana.
453,2284,317,1,10afde6bfd21bc19996d314bdf3d9dbbbdfabdd85151aee77d8d649fc1f704d4,A man standing next to a bikes and a motorcycle.
454,2289,896,3,2da71a144af83d227714d80193faf69738824252ce2a6ea5d3266f545355aadc,A bus stuck in traffic on a busy highway.
455,2296,560,2,1d90e446a5b7dc6f01412fb298091e7351534f88a5d6bf69d04e92fd7694f128,A man that is sitting on a moped.
456,2299,611,2,1fc5e89a2bef0f41a0d351c054b950b0a2e4886763ba81e5f8d96187aedb268b,A motor bike is parked next to a sandy area.
457,2300,810,3,29c8291a606491ad4eb197811f10a477825a55ba67d1eb528490f26104ac9623,A motorcycle parked on the side of a road near a city.
458,2304,917,3,2ea8c60e973fe762047d2f64cdd20de64bd01623a755202df2792135f98db78a,Small kitten sitting on top of a wooden crate.
459,2308,987,3,32e18af17134398408349f619ef55f303844458deed677a3df63f50853e2da23,A person on a park bench sits and waits.
460,2309,48,0,029084193cd96254588d477015b791875398072dd4f03d5484b48faf9002584b,"Three giraffes, one young, in a natural looking habitat."
461,2310,653,2,21a2cc64a766af654c3c7d037cd622868c0482dea805c175219e4b319d4c83ba,A giraffe walking around in a fenced area in a zoo.
462,2326,320,1,110133a6e9becaa9314d3ddf769decef9ca6fae207a7019b669f1250217e2896,A pet pig on a cart helps deliver a political message.
463,2345,832,3,2ad01f7bd153a230f389e35f9818f96e9816cf4a6353acb0812cf6b106d473e1,A multi-colored umbrella that is blocking out the sun
464,2349,84,0,04c78583e4632c35af55d5529df94a0021e1a799ff29975a1cc98866b7730fe7,A zebra is lying on the ground with other zebras.
465,2350,864,3,2c1e85d08975ba06c9554ab09695f22e47d2a72e094660bf6e63fb0aa1e1f2e3,Dog looking in a window at a cat next to plants.
466,2357,683,2,2355169b811bc40ce9492b9d8bffb91288b7c6467fbdd92060a8ef8200466543,A herd of zebra are grazing in a grassy meadow.
467,2364,64,0,038f97a920be4a607d2f172e59cbbf6968ffdf57802c3d84e8fe6c4ad4edd5c5,A person in the air with skiing equipment.
468,2365,499,1,1a96d5fbe3c286d31f4c1c97fddd8acd0fdea02cdb05c1af9794a57f34c75709,A kid with a glove and a ball.
469,2367,67,0,03b3ae5cfc0db8cc3a01d6f855ab186c7ae0adc4c22ea4ac3d291e503c2a6258,a wok on a stove cooking some food
470,2369,190,0,09b0fc35b82e4ee8b752a49654873bb1d07a9d1dfd67b8434ad3cdd4d4cc2a39,A number of people skiing down ski slopes
471,2372,71,0,0404e9d2aa53128f10831e6a28467834f2827829dc6108300a772a1a97759f02,A skateboarder with his board on the edge of a concrete divider while another boy chases the skateboarder with a camera.
472,2373,538,2,1c46c19f763bc4e271f2759d11ee83d5cc90a1d70a08c360918c61cf8c2dd573,A man flying through the air while riding a skateboard.
473,2379,931,3,2f6e37d1c4ef7f7543d9e7470b834719aaf69a6dba700ca72795850c8795f863,Man in black shirt wake boarding over a rail.
474,2381,271,1,0deaf069508bd8dd05e74d89d977319af8e53572a004a8577ef84e5e11df5f63,A young girl lying in a convertible toddler crib.
475,2384,8,0,008a594ed684c3cfcecfc20f5d987d35849a6a7b05f9ccfd5b424edb850f6b5c,a boy holds up a homemade game controller
476,2385,235,0,0bbc079b027f985e5469fe8902b9881c93f27152f6b138a8b8bfd0b8d719bc8a,a living room witj a couch some chairs and a tv
477,2387,132,0,072efa546eefbef57465e92ea75d42fd857195eb6fcfeb4435dcb4acac54481f,The room is situated on the dark side of the house.
478,2392,843,3,2b1b8bca0171b495376f17eaf16fad6bb3a61a206644119b4a3c01c80a6f2823,A picture of a very large kite flying in the air.
479,2393,541,2,1c6e5ee59e3b12556df19e454b2cfc52bef6a7d48f09d20f5b544cf07259cfdc,A building that is heavily lit up and in front of a river.
480,2405,615,2,1ff1706b3e1ca73ad8b7f631e49da572b544e8b4b39ec897e7a162ff4abb79e1,A man dressed as a clown talking on his phone.
481,2409,861,3,2bc90c2b1a005c87dfd7db7e5177c4e9528726a2806dc3967818e6a5c8bd3051,People moving around on the streets surrounding an old castle.
482,2425,404,1,14ecc3623d61fbe4e2a88aedff88fe279b8892f67b8bb6db7c9fec3df1f325eb,A blue toilet is sitting in a blue bathroom.
483,2427,29,0,01ba1603f79ced7be699549880b230269541e32277d3d82162dc1a85c7d42b58,Cheese pizza is sliced into small pieces on a plate.
484,2428,509,2,1afb54b227b701519042a308ca862ddc43c512f082ca3af89939e16b66de9b8d,a cat looking out from an open doorway
485,2430,226,0,0b45644c31a4627383660a5df357fe8c16ca56ab324f911cdd2a35511bbb782a,A jetliner flying through a light blue sky.
486,2431,968,3,31c9dcf92907171930b3f705e6ba5a97726dc57f3ae2eba569e68da5896c07d7,Two giraffes stand near rocks in a zoo.
487,2432,787,3,28ea1227ca69110ac424cc5a5d75898f2abf829670d3a3d713c3ce3592ab0278,Workers in fluorescent yellow jackets standing under a fluorescent orange umbrella.
488,2433,584,2,1e7aadcbd7dfba47a78327e12f40c4cdea38d12888d8f28e83a8083b5d8aff6d,a wooden bench surrounded by some potted plants
489,2436,899,3,2dc4836c49920e50e78c5af922c425c98edda4ab5460d2b1c3b7f484b01c339f,An airplane sitting on a runway with a fence around it.
490,2439,852,3,2b8064e94ac285fbb5eb5ade1f273a93aeb788cabafe09c91d3ccaabf458d1be,A giraffe is close up next to the camera.
491,2443,309,1,101506d33e0d3ec57e83233d96c72002c11b7f3f9ba2e5bbde1b15d0abbcde8f,Ice explorer bus on a road near mountains.
492,2444,339,1,11de4fcb3aded3426ed23a3d4d850e3f6c526d80d0535e5892d2fa82fd8a6ac1,A man getting water from a fire hydrant on a sidewalk.
493,2446,862,3,2bcc8c88a1240ef47034aa1e6f64f6bfdafbc733be6d661a40bcafdc1e43199f,People walking through the snow past park benches.
494,2452,487,1,1a3c3109c7281140a68b6c1b8c8ad0b8b2013b2f803b5019145d7d7644058994,A trolley is going down the street while a car passes it.
495,2456,356,1,12db4dfdeed73ce037503e5a5e9d5896412c7ef1fe034db2e657876b5d6f3390,A woman looking with shock as a cat eats a pizza.
496,2460,970,3,31eccc21e35daa76b98994d6b321d44c57a08a3ea22c752ecd99e72ed7a0e280,The three boys are creating their own dance moves.
497,2462,788,3,28ed81d87bada1fbc488ce2f31e555fb887da52bc8733dc129736cea465fc6b1,These elephants are standing in the water outside.
498,2466,741,2,26a87b0183d7bcfc465b4660603c4fe2629ba84eb1645864f4d0fac944ef6898,A man and woman standing next to a table.
499,2467,789,3,28f8b7b141f7efdb231a265b003c0156856546f7cb0d0c35f383fc772de32630,A couple of elephants standing on a lush green forest.
500,2472,133,0,07579b4338e1c91e4005fb415e63cf81bd8ab6797675b63a24b7fcd2291fd53f,A large brown bear standing on a mountain summit.
501,2475,194,0,09d7cde4dcfc0f62059459f812b407e5c1bfe6dfd71c743a594e7d833759a9d4,An adult and baby zebra looking onward on a field.
502,2477,436,1,1717da4a9a76b5b8900864bde72611452bd5ac69d1d019678dd35478659e7786,Several zebras stand in a field and graze.
503,2480,262,1,0d75699eb79307f81f097a935dfec05316cb87dfdc2461b7378687dfdff48b94,Two skiers heading up the side of a mountain
504,2482,211,0,0a8593d8c5b0fe3cf997cd94e47753c8cc2e31d903c8aa04eca146b093e5370f,A young man riding skis across a snow covered slope.
505,2487,721,2,2592c2ea59fdff7edbafe73b0403f0c60e0977debb8a94ab4b998f43faf1e91a,A man choosing condiments at a hotdog stand
506,2488,150,0,07e831b456fb6a08fc9fba79a5c540291446747c959b21f80970fd95c3334c92,a close up of three hot dogs with mustard
507,2496,866,3,2c269f6ce3441cfc411dfb9b6c64efde1ef7dc43b4723426280f25f9d6c30db4,The expert surfer is trying to also parasail.
508,2534,261,1,0d60c9ff315cfd41fe38c415fa05e79af8a4b96b6ac3ec17bfee4066fdd5c20f,"A kitchen with ceiling fan, stove, and sink."
509,2563,375,1,13f4c7f3485334ee9800ec7adc0f5a61e66c553ec17c757ac82301d90e7c385e,A red fire hydrant is next to a public water fountain.
510,2564,556,2,1d769687d2626a44869260b976f4e5cb22798144c15fd7a7b38381892b3610b0,Two women sitting on a metal park bench
511,2575,131,0,072ea9798d31f0b80f33389f3bcf92e9f8a0043facc3c3eb5e8d217e7af9e1f6,Traffic sign with graffiti displayed near white building in urban area.
512,2577,865,3,2c237116fd2ed09b9da69f85ab1f355f678a260d0964dc1cc6bb15ffb7d59e4e,A train driving down the tracks under a bridge.
513,2578,873,3,2c7cf0c93a9cc7ba6653e5122a2162043cbe1bd3983bc4f7f381855cdc287c05,a long cargo train going down a track by some trees
514,2583,824,3,2a812eaa2da8f898f6ac8585cdb7978794abd2b9e4ce21536c93a9df47dbda46,a herd of cows walks down a city street
515,2586,785,3,28cf55ac1c938dba5adf520a472e98b9a2dfc9929529a9c7fb5de0906b6d2262,A dairy cow is being milked by machine..
516,2590,677,2,230aae05a7064a46fefdf488dda2b39d8a4074610f83c0559eece97bc47799f6,A cat is relaxing on top of an old television.
517,2592,243,0,0c421b5ee9e8d0cc4b38e87fb1b33477bff525c0d254b781b0a866f3cf526ecb,A black cat is sitting on a metal platform.
518,2594,602,2,1f952ca34743b45411bb350c2d67417727508a5e7300e5e0d18c08f8c7aa4817,some boats are docked on the sand at a beach
519,2596,215,0,0abfa3d8e82ab1461a0c1ee4705f6f0122524eee44a2517005cdb3b4e55dec61,A man wearing a gray vest and a red stripe tie.
520,2598,272,1,0dfae91f54d38f5764634fbeac82adecd6db54c8571bb99115fce944fca8997d,A group of elephants is walking out of the water.
521,2603,370,1,13c0396a5b98b8fd27ddd90023c7455ea3385e5328afab0af3b1b67340192f79,THERE IS A MAN WALKING IN THE AIRPORT
522,2604,266,1,0dc2f509d7072b3c0fdadca04fbafce6f17a5c9a9a1484513d11349dc80ff827,A baby elephant walks between the legs of its mother.
523,2606,222,0,0b23ef75126a77c00b5fb966349f9c09e430aa0568358dc188b66279ad5bad8b,An adult and two baby elephants standing near a fence.
524,2609,821,3,2a592ae5a1dc6a4ab4814747dcf93266fb8ac0b03eb2acfbaa100a2a411bc333,"This veteran traveler is satisfied with the lift, riding in the back of a pickup truck."
525,2611,114,0,05e6cfff8d1034d14518d078835e39b12c433780e8a59ba0eb7d2ce7134bc386,A woman laying on a couch with a white and brown puppy.
526,2612,198,0,0a1033f1174374436e5df625cfffb2dca6c91617ad564e330bbb1b56ee7cb51a,Two small bears playing in the water together
527,2614,88,0,04f6ac26fd48bfbe02812bd50260e2d37f9f8b949109e69d9029fc5ac13429fd,an image of three people playing Frisbee outside
528,2625,57,0,0302f512c65165a2868412b4c58a919b7f91c7592fff067588a4a43b55a83a6e,The small black bowls have peppers and carrots in them.
529,2632,801,3,295de07cca7fc0a3ea10205dbb12cf16cd82538ee8e7fcdb8ef086b3bafc0eb3,A skateboarder grinds down a railing in front of buildings.
530,2633,883,3,2cecfb34c7dcc0d21f933cef93a529d4dad9163ab4bac879ccccdf2dead53ded,a man that is on a skateboard on a rail
531,2638,731,2,263d37f393f07ac6044867cdda481ef5467aa82a814bbd9e8cbfbbec510499b6,Small cakes are on a piece of tinfoil.
532,2647,937,3,2fee0f0a5e2aa3b93fd25f403aac600c501a8b6f8c1bc6a931a9ca6c35e7e2c7,A baby with a toothbrush in his mouth while being held by a woman
533,2656,256,1,0d08927f936e892ad3db0f951e286bb337033fc429936d6306b23db94885343e,Woman in white outfit swinging up to hit tennis ball.
534,2658,748,2,27089697f648ccd0bd9e6d393c113fa4a3dd65a0690049ef879d6edd6a78d4ae,A person is preparing to swing a tennis racket on a tennis court.
535,2659,878,3,2cb4df0e8d6e41047a85387eb4dd74b457e6e23288910812d086a4cba6987b28,A display case of three different wooden combs.
536,2670,657,2,21dd344860557b945f03942fba9d28240d36f6bbdebd69912cb9b6b1ecce394a,a couple of women sitting outside in a court yard
537,2671,65,0,03a0d310620fa313d9d670c59b39fca7e1d1dc016925cc84789db494be29c696,a woman is sitting outside with a laptop
538,2675,621,2,20195dca0015447f16af44ec326ec0484ff22c2ccf9c26a8250e6e5e563ebcae,a small chicken is standing by a bench
539,2682,301,1,0fca164a5a6d508e3441791b566ee7eadac207e0600f92baadfa6313ed14fafc,The tall object is very old and rusty looking.
540,2692,667,2,22800d336a0d652aafa9dd53415d9585666a29139c1a84451bcffb58d962a489,Four people standing outside of a steam train.
541,2699,903,3,2e0ad55dc4aa2c216c15439204262ac94afb69b42452044b1e70ce6f286930e3,Three cows stand in a pasture on a mountain.
542,2705,492,1,1a72b8c2f860dd7defeb383be65e7544c7422b6a832f8b741eb1ceea5c6f5212,two boats are idly floating on a lake.
543,2706,763,3,27f92edbe6097e72b192a2a5afa51fdd7e60c9a6fb17de6f0247d81dcbe02551,A suitcase and a laptop sit on a bedroom floor
544,2715,0,0,00001a1d5bdb9fa5fdcb50bbe1e3f3e0fa62e68c273c50218515780f1abcf869,Two zebras stand on concrete in the shade.
545,2717,54,0,02dc97dcf5b45cb23c4c261b9ef2278ddfd613c4bd528859d4b68bfe91e58bf0,a horse pulling a cart with a person on top of it
546,2732,326,1,113a1e00cdf674e557dc90f56712c8da5989954c05b82e7992a430f972c3a58d,A young person is doing a trick on their skateboard.
547,2738,47,0,0278a37105dde847773a06978051837b5aa0b216a59b6962daae02cf621bade2,3 People in a dirt field playing soccer.
548,2744,141,0,07823d98ca2337d030ebcba45ac315e25e20189ba01f9cf6909e741b312956c2,A man on a surfboard riding a wave.
549,2746,481,1,19f8d4b4027b2ab9650d60f2671b0e14c9cd868ad2dad9ddf74aaf949baa53f4,A girl chasing after a soccer ball with an opposing team member close behind
550,2754,368,1,13bba156dbe32294846a4b975c5f9ca2f3f4257b7f657aa4ce4df481c1e535d6,A pizza that is sitting on a wooden plank.
551,2756,504,2,1ad7af82d4d7763e7f93fb69ae78c3655387be74e15ca33fdce2951d617ca296,"A woman holding a tennis racket, playing tennis on a tennis court."
552,2762,444,1,177e04e1e017f2cebadae7c25552fdeb488e2e44da4393d3aee52ffbf7cbcad7,A double exposure of a man sitting in a chair in a dimly lit room.
553,2763,270,1,0dea228b74a6136b08ef37529a2763a85879ec8f17542a58554e9d0aa2f53a1f,A desktop with a white mouse and keyboard.
554,2764,393,1,146f32bb31120766f2ecc78216c6cf559bc4792cd10169f3c21fe8a7ce833fea,A living room with a white sofa and a gray rug.
555,2770,786,3,28e5b2e1bc289d83e0b1bc42b965798b46698d7bc51a533b573e76ef34a2dd8b,A man looks at the kite he's holding while another man and woman look off camera in the same direction.
556,2778,869,3,2c5e16802d346708216de61152c05c66828f10a07d35fc7895830113dafd20df,A group of players playing a baseball game.
557,2781,679,2,2310a94fb179582095b55de0780adf3fc0adc29ae784166a2e4b04781fef833c,An open laptop computer sitting next to a  phone.
558,2790,684,2,2356939cc543bf3f2a6f299a7c7428653921c7ac7029ce90bb0ae1e1720ef5c6,this is a restaurant with flowers on the bar
559,2796,428,1,16594f492cbe0f7414346afaecd26abdcee7c5c27e0307ba22b9008275a96d38,A group of people begin boarding a touring bus.
560,2798,505,2,1ae54e93b1ff1c129dacc012c4e3c564e22b59fea0973cf512044467eea60de6,A kitchen with a stainless steel fridge and granite counters.
561,2809,30,0,01d8378cfad2a6dccf78e3e2ae6438e476aea7e93f833d24697af8ab7db40c68,The jet fighter sits on a pedestal across the street from a building.
562,2810,924,3,2ef3a20d632258323888dafe6c3738f3bff27daea81dd0ed5077e67bbf1629da,a large air plane on a run way
563,2814,714,2,252dfaf5b3c5f31c631d9b2b06325a6462d449a01039c48bb817492f23961b87,A woman and another woman waiting at a stop.
564,2819,743,2,26ce1a4c0e43178f6e63b44715a311f49c08ac2dff672bd1beb524b187435d63,A giraffe eats next to a zebra among some rocks.
565,2821,79,0,048fb6a61f90ebe9fe454fd7c2be9205c83bce65df1ee3f19aec6acc8b842286,a big yellow school bus shown through the rear view of another school bus
566,2825,660,2,22169c9c2f63fd03a07958ed22fa5f1db49e0cb7e8b458096e0e79552a2abe59,A double decker bus with neon lights at night.
567,2828,1,0,002a9cce9a55a281fb564338180487cdb6c7fca828fc56e9f7fe56bfc764fdf5,A bird stand on top of a parking meter.
568,2834,791,3,290a8102191aedfc4b9171f48d14b2ae6ed2da95b0fbd401921d4d9462182f1d,A sandpiper probes the sand with its beak looking for food at the tideline.
569,2836,745,2,26df163243a128f91c427c9b08882949bad60c31843aeb5f3c57f391905f7984,A train is traveling quickly as a group of people look on.
570,2839,410,1,154e5fbfe9099c167a7c0ac82a373d5c970a522e7c096da6609dda4f7c98e68b,a a red and white sign outside of a fire department
571,2845,236,0,0bbd37e4e7b435f36055e74f0dc8c3b953a685c5afbbb176dc90b2faab3ea370,A busy intersection with an ice cream truck driving by.
572,2847,635,2,20e27f57ce74274d6ee748f7a3de91eea411fdf1a5d14720f1c4f8f361ea54b7,A woman in a straw hat takes photos of brown cows inside a barn.
573,2849,546,2,1d127bb7a43da2dfbb561853212a37ddfcea256a8f3e9375e9e35cfc14e58f2c,A sheepdog runs around a herd of cows in a fenced-in field.
574,2864,974,3,323ca4ee444ca29b0ba1fcd2aae50c5c2a28f30f201b0159fdaf3530a219a8da,A polar bear standing near a rock and grass
575,2867,213,0,0a8b6499f4c2710d8bc7e3f3f4b5861b282b88fb6948e04de0326d481dc07211,Three zebras in the field with trees and grass
576,2868,576,2,1e32698e5e30d8c48cfc11faff9cf94cfc335c70a5459e978fc678130f0c2fe6,A man holding a neon frisbee in his right hand.
577,2869,859,3,2ba72c8d36bd67de61e2e6304661b00258abb887de2d032ab3a5e4f198f5762e,Zebra grazing in front of a chain link fence.
578,2870,160,0,085e25f4d974bf246a97ca6404bc8f28660bec55d7a04aa8e75f2804cf557276,A pair of zebras stand together and eat grass.
579,2873,640,2,21097b1679a272169f70ff06a0d6a75c8633c1b8782ae85433efce0321dc61f0,The player tries to block the other player from throwing a Frisbee.
580,2875,997,3,33307b051a74ac3903af0bc1e1141e90e2c2ebf3492c165a06abceaaa67c0fe9,A display with lots of containers of different fruits.
581,2879,696,2,244530713662c61df4f1b43cdcb43ea346385d326ccc479603dc800cb6b357eb,A man standing on skis at the bottom of a snow covered hill.
582,2882,10,0,009f0a242008d27e4cb6038127e397ba95c5650e36cde395a495fa945721df62,A woman on skis stands on a flat snowy surface.
583,2887,724,2,25a8850d405e2a5fda3523e57540fd97ede64b0283c7661e0740ba84499dd74d,A woman feeds a toddler a hot dog while he holds a purple bottle.
584,2891,571,2,1df2589c3eac93453378ca1081fbbcfa15f60b84305f729c2af451b570489707,Cut hoagie sandwich and pie on paper plates.
585,2893,847,3,2b451badb703be287778ef42e372dfa3e08cad3687104f5de60db1dd074bcc22,A man surfing on a surfboard in the ocean.
586,2895,411,1,155aed25b76168d70c6f2d9995ddde16213e84aea8a8047a49087340dde43e8e,A man serving another man a cake with candles on it.
587,2898,880,3,2cccbd758b511f56186dfda4cc6b27186fe898855b0464d0a33d3c1e8c427b01,A young woman in a bikini surfs a small wave.
588,2900,551,2,1d2c9abe03fda2881efc520adbd4095cd52af36fe61b058a20bfa71070a3b472,A bedroom with large windows a ceiling fan and an unmade bed.
589,2905,982,3,32847525878ec47dbf18a723c9acfe980daa34147339d03da20de12f7143d2a6,a man plays Wii Sports boxing in a very messy living room
590,2912,228,0,0b707a970bd39b160113f3993d25740b16dc92251ed7f5f62ddd48448c885fe2,A boy preparing to swing a baseball bat with parents looking on.
591,2914,399,1,14aa0384c413f20fa365b3930e6517cc9cc1c2cffa591fb992891c638944cda9,a baseball player talks with an umpire
592,2916,432,1,16abfc229c63bda37f00e28e558f046559011038a5fc41da3526fae4d30038f4,"Indoor tennis match, with a full crowd of spectators."
593,2921,424,1,16232d3d5af770726b702c3526939f64ade04b7d397e23335d4942da760dcadd,The contents of a refrigerator filled to over flowing
594,2926,136,0,076805f02e9d333c0f7b831104513d6968e6d6fcbbc67538f16d69c37762900e,a couple of people are eating at a table
595,2939,430,1,169894be78c4c2bff6982f2d5df4858e4f4e114a3cb6162db0a94a50a6e364ce,A building with a few sunflowers painted on it.
